,0,1,2,3,4,5,6,7,8,Kernel,Optimizer,Fold,Year,Independent Vars,Area,Method,Spatial PCA,Model Name,Notes,Inducing Locations,Epochs/Fold,Inducing Variables
.kernel.kernels[0].variance,0.88850648706798,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.8,"Based on results from 4.7, adding one-hot encoded year to certain kernels, but still using one overall kernel for sin.",1000,45,"[[ 5.04490529e-01  5.98000000e+02 -1.00933896e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.75440292e-02  1.67700000e+03  4.51622233e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.27574300e+00  9.02000000e+02  5.04994501e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 7.96332091e-01  2.43000000e+02  5.78408284e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.71017279e-01  9.55000000e+02  5.61642036e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.75306372e-01  1.32700000e+03 -1.00933896e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[0].lengthscales,1.1411014676986142,1.8448591038260662,1.354540211573286,1.5063357120798408,2.0653860725200768,2.2690491858332624,2.151191262545479,1.6067456414289683,1.818219281059373,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.8,"Based on results from 4.7, adding one-hot encoded year to certain kernels, but still using one overall kernel for sin.",1000,45,"[[ 5.04490529e-01  5.98000000e+02 -1.00933896e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.75440292e-02  1.67700000e+03  4.51622233e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.27574300e+00  9.02000000e+02  5.04994501e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 7.96332091e-01  2.43000000e+02  5.78408284e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.71017279e-01  9.55000000e+02  5.61642036e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.75306372e-01  1.32700000e+03 -1.00933896e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[1].variance,0.5116573794120003,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.8,"Based on results from 4.7, adding one-hot encoded year to certain kernels, but still using one overall kernel for sin.",1000,45,"[[ 5.04490529e-01  5.98000000e+02 -1.00933896e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.75440292e-02  1.67700000e+03  4.51622233e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.27574300e+00  9.02000000e+02  5.04994501e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 7.96332091e-01  2.43000000e+02  5.78408284e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.71017279e-01  9.55000000e+02  5.61642036e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.75306372e-01  1.32700000e+03 -1.00933896e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[1].lengthscales,0.9121228899574657,3.1839836089045797,2.348387776787968,3.2444798319994206,1.8304679957124184,2.674289851534238,1.6021972937572486,1.8523640950449995,2.340302740511008,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.8,"Based on results from 4.7, adding one-hot encoded year to certain kernels, but still using one overall kernel for sin.",1000,45,"[[ 5.04490529e-01  5.98000000e+02 -1.00933896e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.75440292e-02  1.67700000e+03  4.51622233e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.27574300e+00  9.02000000e+02  5.04994501e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 7.96332091e-01  2.43000000e+02  5.78408284e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.71017279e-01  9.55000000e+02  5.61642036e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.75306372e-01  1.32700000e+03 -1.00933896e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[2].variance,0.755438304020894,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.8,"Based on results from 4.7, adding one-hot encoded year to certain kernels, but still using one overall kernel for sin.",1000,45,"[[ 5.04490529e-01  5.98000000e+02 -1.00933896e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.75440292e-02  1.67700000e+03  4.51622233e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.27574300e+00  9.02000000e+02  5.04994501e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 7.96332091e-01  2.43000000e+02  5.78408284e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.71017279e-01  9.55000000e+02  5.61642036e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.75306372e-01  1.32700000e+03 -1.00933896e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[2].lengthscales,365.0,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.8,"Based on results from 4.7, adding one-hot encoded year to certain kernels, but still using one overall kernel for sin.",1000,45,"[[ 5.04490529e-01  5.98000000e+02 -1.00933896e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.75440292e-02  1.67700000e+03  4.51622233e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.27574300e+00  9.02000000e+02  5.04994501e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 7.96332091e-01  2.43000000e+02  5.78408284e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.71017279e-01  9.55000000e+02  5.61642036e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.75306372e-01  1.32700000e+03 -1.00933896e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].variance,0.735003035853456,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.8,"Based on results from 4.7, adding one-hot encoded year to certain kernels, but still using one overall kernel for sin.",1000,45,"[[ 5.04490529e-01  5.98000000e+02 -1.00933896e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.75440292e-02  1.67700000e+03  4.51622233e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.27574300e+00  9.02000000e+02  5.04994501e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 7.96332091e-01  2.43000000e+02  5.78408284e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.71017279e-01  9.55000000e+02  5.61642036e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.75306372e-01  1.32700000e+03 -1.00933896e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].lengthscales,1440.0,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.8,"Based on results from 4.7, adding one-hot encoded year to certain kernels, but still using one overall kernel for sin.",1000,45,"[[ 5.04490529e-01  5.98000000e+02 -1.00933896e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.75440292e-02  1.67700000e+03  4.51622233e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.27574300e+00  9.02000000e+02  5.04994501e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 7.96332091e-01  2.43000000e+02  5.78408284e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.71017279e-01  9.55000000e+02  5.61642036e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.75306372e-01  1.32700000e+03 -1.00933896e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[0].variance,0.8147572693554763,,,,,,,,,rbf_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.8,"Based on results from 4.7, adding one-hot encoded year to certain kernels, but still using one overall kernel for sin.",1000,45,"[[-8.25751192e-01  1.28200000e+03  8.31810236e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.42008167e+00  6.29000000e+02 -1.15926851e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.59084624e-01  1.66300000e+03  4.22695555e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 ...
 [-7.09084550e-01  1.91000000e+02  5.32578021e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61325103e+00  8.90000000e+02  8.31810236e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 7.84152840e-02  1.31300000e+03 -2.24520704e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
.kernel.kernels[0].lengthscales,1.1571434347263756,2.071728079533332,1.8005207606088447,1.681302957005952,1.791789490204144,2.287760769369374,1.6890620408312245,1.8039962672083192,1.4626572708673224,rbf_matern32_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.8,"Based on results from 4.7, adding one-hot encoded year to certain kernels, but still using one overall kernel for sin.",1000,45,"[[-8.25751192e-01  1.28200000e+03  8.31810236e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.42008167e+00  6.29000000e+02 -1.15926851e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.59084624e-01  1.66300000e+03  4.22695555e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 ...
 [-7.09084550e-01  1.91000000e+02  5.32578021e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61325103e+00  8.90000000e+02  8.31810236e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 7.84152840e-02  1.31300000e+03 -2.24520704e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]]"
