,0,1,2,3,Kernel,Optimizer,Fold,Year,Independent Vars,Area,Method,Spatial PCA,Model Name,Notes,Inducing Locations,Epochs/Fold,Inducing Variables
.kernel.kernels[3].kernels[1].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].kernels[1].lengthscales,365.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].kernels[2].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].kernels[2].lengthscales,1.4138969869297295,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[0].variance,0.6042116683964311,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[1].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[1].lengthscales,365.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[2].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[2].lengthscales,1.4138969869297295,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[5].kernels[0].variance,0.7352560362824051,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[5].kernels[1].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[5].kernels[1].lengthscales,365.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[5].kernels[2].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[5].kernels[2].lengthscales,1.4138969869297295,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[6].kernels[0].variance,0.6820976883564787,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[6].kernels[1].variance,1.0,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.7,Adds complexity to the cosine kernel by making it locally periodic within each year.,1000,50,"[[-1.18690433e+00  1.27000000e+03  6.29558763e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 5.67804333e-01  6.00000000e+02 -1.24918359e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.60255777e-01  1.34000000e+03  1.29590310e+00 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [-1.33313005e+00  1.70000000e+02  6.82730287e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.63324277e-01  2.10000000e+02  6.75109902e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.45011063e+00  1.66000000e+02 -8.39177874e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
