,0,1,2,3,4,5,6,7,8,Kernel,Optimizer,Fold,Year,Independent Vars,Area,Method,Spatial PCA,Model Name,Notes,Inducing Locations,Epochs/Fold,Inducing Variables
.kernel.kernels[4].kernels[0].variance,0.7168715193837731,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.29389393e+00  9.90000000e+02 -1.07830341e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.22949758e+00  9.03000000e+02 -1.92129460e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.60655608e+00  5.25000000e+02  8.05839707e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.40352458e+00  8.97000000e+02  3.94790959e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.57755158e+00  1.61000000e+02 -1.07830341e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.20403079e-01  9.24000000e+02  9.85059576e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[1].variance,1.0,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.29389393e+00  9.90000000e+02 -1.07830341e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.22949758e+00  9.03000000e+02 -1.92129460e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.60655608e+00  5.25000000e+02  8.05839707e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.40352458e+00  8.97000000e+02  3.94790959e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.57755158e+00  1.61000000e+02 -1.07830341e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.20403079e-01  9.24000000e+02  9.85059576e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[4].kernels[1].lengthscales,365.0,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.29389393e+00  9.90000000e+02 -1.07830341e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.22949758e+00  9.03000000e+02 -1.92129460e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.60655608e+00  5.25000000e+02  8.05839707e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.40352458e+00  8.97000000e+02  3.94790959e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.57755158e+00  1.61000000e+02 -1.07830341e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.20403079e-01  9.24000000e+02  9.85059576e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[5].kernels[0].variance,0.7731706657757219,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.29389393e+00  9.90000000e+02 -1.07830341e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.22949758e+00  9.03000000e+02 -1.92129460e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.60655608e+00  5.25000000e+02  8.05839707e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.40352458e+00  8.97000000e+02  3.94790959e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.57755158e+00  1.61000000e+02 -1.07830341e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.20403079e-01  9.24000000e+02  9.85059576e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[5].kernels[1].variance,1.0,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.29389393e+00  9.90000000e+02 -1.07830341e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.22949758e+00  9.03000000e+02 -1.92129460e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.60655608e+00  5.25000000e+02  8.05839707e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.40352458e+00  8.97000000e+02  3.94790959e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.57755158e+00  1.61000000e+02 -1.07830341e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.20403079e-01  9.24000000e+02  9.85059576e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[5].kernels[1].lengthscales,365.0,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.29389393e+00  9.90000000e+02 -1.07830341e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.22949758e+00  9.03000000e+02 -1.92129460e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.60655608e+00  5.25000000e+02  8.05839707e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.40352458e+00  8.97000000e+02  3.94790959e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.57755158e+00  1.61000000e+02 -1.07830341e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.20403079e-01  9.24000000e+02  9.85059576e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[6].kernels[0].variance,0.7027697527357804,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.29389393e+00  9.90000000e+02 -1.07830341e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.22949758e+00  9.03000000e+02 -1.92129460e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.60655608e+00  5.25000000e+02  8.05839707e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.40352458e+00  8.97000000e+02  3.94790959e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.57755158e+00  1.61000000e+02 -1.07830341e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.20403079e-01  9.24000000e+02  9.85059576e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[6].kernels[1].variance,1.0,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.29389393e+00  9.90000000e+02 -1.07830341e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.22949758e+00  9.03000000e+02 -1.92129460e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.60655608e+00  5.25000000e+02  8.05839707e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.40352458e+00  8.97000000e+02  3.94790959e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.57755158e+00  1.61000000e+02 -1.07830341e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.20403079e-01  9.24000000e+02  9.85059576e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[6].kernels[1].lengthscales,365.0,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.29389393e+00  9.90000000e+02 -1.07830341e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.22949758e+00  9.03000000e+02 -1.92129460e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.60655608e+00  5.25000000e+02  8.05839707e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.40352458e+00  8.97000000e+02  3.94790959e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.57755158e+00  1.61000000e+02 -1.07830341e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.20403079e-01  9.24000000e+02  9.85059576e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[7].variance,0.8402960271578584,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.29389393e+00  9.90000000e+02 -1.07830341e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.22949758e+00  9.03000000e+02 -1.92129460e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.60655608e+00  5.25000000e+02  8.05839707e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.40352458e+00  8.97000000e+02  3.94790959e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.57755158e+00  1.61000000e+02 -1.07830341e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.20403079e-01  9.24000000e+02  9.85059576e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[7].lengthscales,1440.0,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.29389393e+00  9.90000000e+02 -1.07830341e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.22949758e+00  9.03000000e+02 -1.92129460e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.60655608e+00  5.25000000e+02  8.05839707e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.40352458e+00  8.97000000e+02  3.94790959e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.57755158e+00  1.61000000e+02 -1.07830341e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.20403079e-01  9.24000000e+02  9.85059576e-02 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[0].variance,0.7165813754408296,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.33852371e+00  2.61000000e+02  8.51330550e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-9.79567533e-01  5.47000000e+02  5.08354403e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.80116949e+00  8.84000000e+02  8.31328074e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-4.22051919e-01  2.01000000e+02 -8.18943907e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-7.44824117e-01  1.28500000e+03  4.79120593e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [-1.53708315e+00  5.28000000e+02  1.26510731e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[0].lengthscales,1.1770425521861068,1.8233056222537805,1.9820452500838792,1.9982417722148107,1.8254364471100446,1.8759073175855685,1.6841540812285722,1.6968028360065694,1.6550927279748389,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.33852371e+00  2.61000000e+02  8.51330550e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-9.79567533e-01  5.47000000e+02  5.08354403e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.80116949e+00  8.84000000e+02  8.31328074e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-4.22051919e-01  2.01000000e+02 -8.18943907e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-7.44824117e-01  1.28500000e+03  4.79120593e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [-1.53708315e+00  5.28000000e+02  1.26510731e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[1].variance,0.583026395946613,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.33852371e+00  2.61000000e+02  8.51330550e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-9.79567533e-01  5.47000000e+02  5.08354403e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.80116949e+00  8.84000000e+02  8.31328074e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-4.22051919e-01  2.01000000e+02 -8.18943907e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-7.44824117e-01  1.28500000e+03  4.79120593e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [-1.53708315e+00  5.28000000e+02  1.26510731e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[1].lengthscales,0.8759704931420695,1.9415976383885132,2.207804562210295,2.303361199012704,1.9284501913302843,2.0748087622597047,1.794149691976974,1.7824464484543296,1.9188221003104113,rbf_matern32_sin_lin_sin,lfbgs,1,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6.3,Batch size 100 instead of 32 vs. 4.6.2.,1000,40,"[[ 1.33852371e+00  2.61000000e+02  8.51330550e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-9.79567533e-01  5.47000000e+02  5.08354403e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.80116949e+00  8.84000000e+02  8.31328074e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-4.22051919e-01  2.01000000e+02 -8.18943907e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-7.44824117e-01  1.28500000e+03  4.79120593e-02 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [-1.53708315e+00  5.28000000e+02  1.26510731e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
