,0,1,2,3,4,5,6,7,8,Kernel,Optimizer,Fold,Year,Independent Vars,Area,Method,Spatial PCA,Model Name,Notes,Inducing Locations,Epochs/Fold,Inducing Variables
.kernel.kernels[0].variance,0.7624162342636911,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6,Now uses separate dimensions for each year and a sin kernel for each year.,1000,40,"[[ 4.33076787e-02  1.67700000e+03  1.23934464e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-5.11105040e-01  1.65800000e+03 -2.12099596e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-8.32080824e-01  1.87000000e+02  6.50392964e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.29895469e+00  9.01000000e+02  8.71323047e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.68540780e-01  1.33000000e+03  6.50392964e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.70654583e+00  1.00400000e+03 -2.89233918e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[0].lengthscales,1.2910333408977552,1.5971498380956617,1.519147840587267,1.7782224110114617,1.9989250483746022,2.437129374263222,1.94318048995359,1.7144856261508712,1.5065208278902122,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6,Now uses separate dimensions for each year and a sin kernel for each year.,1000,40,"[[ 4.33076787e-02  1.67700000e+03  1.23934464e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-5.11105040e-01  1.65800000e+03 -2.12099596e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-8.32080824e-01  1.87000000e+02  6.50392964e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.29895469e+00  9.01000000e+02  8.71323047e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.68540780e-01  1.33000000e+03  6.50392964e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.70654583e+00  1.00400000e+03 -2.89233918e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[1].variance,0.4868064250022551,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6,Now uses separate dimensions for each year and a sin kernel for each year.,1000,40,"[[ 4.33076787e-02  1.67700000e+03  1.23934464e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-5.11105040e-01  1.65800000e+03 -2.12099596e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-8.32080824e-01  1.87000000e+02  6.50392964e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.29895469e+00  9.01000000e+02  8.71323047e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.68540780e-01  1.33000000e+03  6.50392964e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.70654583e+00  1.00400000e+03 -2.89233918e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[1].lengthscales,0.6699870055902674,3.874282737042783,2.953764187559738,3.723213927623602,1.9766956460702612,2.568043840057215,1.537823193657915,1.4374455375616646,1.9618549979415942,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6,Now uses separate dimensions for each year and a sin kernel for each year.,1000,40,"[[ 4.33076787e-02  1.67700000e+03  1.23934464e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-5.11105040e-01  1.65800000e+03 -2.12099596e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-8.32080824e-01  1.87000000e+02  6.50392964e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.29895469e+00  9.01000000e+02  8.71323047e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.68540780e-01  1.33000000e+03  6.50392964e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.70654583e+00  1.00400000e+03 -2.89233918e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[2].kernels[0].variance,0.7987086304729204,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6,Now uses separate dimensions for each year and a sin kernel for each year.,1000,40,"[[ 4.33076787e-02  1.67700000e+03  1.23934464e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-5.11105040e-01  1.65800000e+03 -2.12099596e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-8.32080824e-01  1.87000000e+02  6.50392964e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.29895469e+00  9.01000000e+02  8.71323047e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.68540780e-01  1.33000000e+03  6.50392964e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.70654583e+00  1.00400000e+03 -2.89233918e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[2].kernels[1].variance,1.0,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6,Now uses separate dimensions for each year and a sin kernel for each year.,1000,40,"[[ 4.33076787e-02  1.67700000e+03  1.23934464e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-5.11105040e-01  1.65800000e+03 -2.12099596e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-8.32080824e-01  1.87000000e+02  6.50392964e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.29895469e+00  9.01000000e+02  8.71323047e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.68540780e-01  1.33000000e+03  6.50392964e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.70654583e+00  1.00400000e+03 -2.89233918e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[2].kernels[1].lengthscales,365.0,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6,Now uses separate dimensions for each year and a sin kernel for each year.,1000,40,"[[ 4.33076787e-02  1.67700000e+03  1.23934464e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-5.11105040e-01  1.65800000e+03 -2.12099596e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-8.32080824e-01  1.87000000e+02  6.50392964e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.29895469e+00  9.01000000e+02  8.71323047e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.68540780e-01  1.33000000e+03  6.50392964e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.70654583e+00  1.00400000e+03 -2.89233918e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].kernels[0].variance,0.8993674653945475,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6,Now uses separate dimensions for each year and a sin kernel for each year.,1000,40,"[[ 4.33076787e-02  1.67700000e+03  1.23934464e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-5.11105040e-01  1.65800000e+03 -2.12099596e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-8.32080824e-01  1.87000000e+02  6.50392964e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.29895469e+00  9.01000000e+02  8.71323047e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.68540780e-01  1.33000000e+03  6.50392964e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.70654583e+00  1.00400000e+03 -2.89233918e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].kernels[1].variance,1.0,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6,Now uses separate dimensions for each year and a sin kernel for each year.,1000,40,"[[ 4.33076787e-02  1.67700000e+03  1.23934464e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-5.11105040e-01  1.65800000e+03 -2.12099596e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-8.32080824e-01  1.87000000e+02  6.50392964e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.29895469e+00  9.01000000e+02  8.71323047e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.68540780e-01  1.33000000e+03  6.50392964e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.70654583e+00  1.00400000e+03 -2.89233918e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
.kernel.kernels[3].kernels[1].lengthscales,365.0,,,,,,,,,rbf_matern32_sin_lin_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.6,Now uses separate dimensions for each year and a sin kernel for each year.,1000,40,"[[ 4.33076787e-02  1.67700000e+03  1.23934464e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-5.11105040e-01  1.65800000e+03 -2.12099596e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-8.32080824e-01  1.87000000e+02  6.50392964e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.29895469e+00  9.01000000e+02  8.71323047e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.68540780e-01  1.33000000e+03  6.50392964e-01 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 [ 1.70654583e+00  1.00400000e+03 -2.89233918e-01 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
