,0,1,2,3,4,5,6,7,8,Kernel,Optimizer,Fold,Year,Independent Vars,Area,Method,Spatial PCA,Model Name,Notes,Inducing Locations,Epochs/Fold,Inducing Variables
.kernel.kernels[0].variance,0.8860711090033379,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.9,Like 4.8 but now using a locally periodic cosine kernel with all the 'within year' vars.,1000,45,"[[ 1.49966154e+00  1.72700000e+03  4.62019213e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 1.64504294e+00  6.37000000e+02  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.27373171e-01  1.33200000e+03  4.25573309e-04 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [ 1.20889875e+00  9.87000000e+02 -1.10496111e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61150031e+00  1.62000000e+03 -1.81354824e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.81503426e+00  1.61300000e+03  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
.kernel.kernels[0].lengthscales,1.779709650891261,1.3452768723077484,0.8228582376160731,1.5039876422651866,2.0772503806340916,2.1788457611918193,2.087683908171826,1.6897646892400187,1.768258096337942,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.9,Like 4.8 but now using a locally periodic cosine kernel with all the 'within year' vars.,1000,45,"[[ 1.49966154e+00  1.72700000e+03  4.62019213e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 1.64504294e+00  6.37000000e+02  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.27373171e-01  1.33200000e+03  4.25573309e-04 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [ 1.20889875e+00  9.87000000e+02 -1.10496111e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61150031e+00  1.62000000e+03 -1.81354824e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.81503426e+00  1.61300000e+03  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
.kernel.kernels[1].variance,0.48422575526838596,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.9,Like 4.8 but now using a locally periodic cosine kernel with all the 'within year' vars.,1000,45,"[[ 1.49966154e+00  1.72700000e+03  4.62019213e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 1.64504294e+00  6.37000000e+02  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.27373171e-01  1.33200000e+03  4.25573309e-04 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [ 1.20889875e+00  9.87000000e+02 -1.10496111e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61150031e+00  1.62000000e+03 -1.81354824e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.81503426e+00  1.61300000e+03  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
.kernel.kernels[1].lengthscales,0.6708897820046231,3.7974294740906847,3.8105674712666824,4.079808033740813,2.002521208722607,2.2965712904209856,1.5500406386737375,1.5463670027276002,1.669678625776829,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.9,Like 4.8 but now using a locally periodic cosine kernel with all the 'within year' vars.,1000,45,"[[ 1.49966154e+00  1.72700000e+03  4.62019213e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 1.64504294e+00  6.37000000e+02  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.27373171e-01  1.33200000e+03  4.25573309e-04 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [ 1.20889875e+00  9.87000000e+02 -1.10496111e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61150031e+00  1.62000000e+03 -1.81354824e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.81503426e+00  1.61300000e+03  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
.kernel.kernels[2].kernels[0].variance,1.0,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.9,Like 4.8 but now using a locally periodic cosine kernel with all the 'within year' vars.,1000,45,"[[ 1.49966154e+00  1.72700000e+03  4.62019213e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 1.64504294e+00  6.37000000e+02  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.27373171e-01  1.33200000e+03  4.25573309e-04 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [ 1.20889875e+00  9.87000000e+02 -1.10496111e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61150031e+00  1.62000000e+03 -1.81354824e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.81503426e+00  1.61300000e+03  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
.kernel.kernels[2].kernels[0].lengthscales,365.0,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.9,Like 4.8 but now using a locally periodic cosine kernel with all the 'within year' vars.,1000,45,"[[ 1.49966154e+00  1.72700000e+03  4.62019213e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 1.64504294e+00  6.37000000e+02  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.27373171e-01  1.33200000e+03  4.25573309e-04 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [ 1.20889875e+00  9.87000000e+02 -1.10496111e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61150031e+00  1.62000000e+03 -1.81354824e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.81503426e+00  1.61300000e+03  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
.kernel.kernels[2].kernels[1].variance,0.7606257885162202,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.9,Like 4.8 but now using a locally periodic cosine kernel with all the 'within year' vars.,1000,45,"[[ 1.49966154e+00  1.72700000e+03  4.62019213e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 1.64504294e+00  6.37000000e+02  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.27373171e-01  1.33200000e+03  4.25573309e-04 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [ 1.20889875e+00  9.87000000e+02 -1.10496111e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61150031e+00  1.62000000e+03 -1.81354824e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.81503426e+00  1.61300000e+03  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
.kernel.kernels[2].kernels[1].lengthscales,1.7600795229964776,1.9511224892434624,1.8687982198420492,1.8955317160855012,2.066598976572089,2.2302992175204093,1.970774606190241,1.7387871317444756,1.8728282969829253,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.9,Like 4.8 but now using a locally periodic cosine kernel with all the 'within year' vars.,1000,45,"[[ 1.49966154e+00  1.72700000e+03  4.62019213e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 1.64504294e+00  6.37000000e+02  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.27373171e-01  1.33200000e+03  4.25573309e-04 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [ 1.20889875e+00  9.87000000e+02 -1.10496111e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61150031e+00  1.62000000e+03 -1.81354824e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.81503426e+00  1.61300000e+03  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
.kernel.kernels[3].variance,0.830266613647869,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.9,Like 4.8 but now using a locally periodic cosine kernel with all the 'within year' vars.,1000,45,"[[ 1.49966154e+00  1.72700000e+03  4.62019213e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 1.64504294e+00  6.37000000e+02  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.27373171e-01  1.33200000e+03  4.25573309e-04 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [ 1.20889875e+00  9.87000000e+02 -1.10496111e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61150031e+00  1.62000000e+03 -1.81354824e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.81503426e+00  1.61300000e+03  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
.kernel.kernels[3].lengthscales,1440.0,,,,,,,,,rbf_matern32_sin,lfbgs,0,0,"Day,Overall_Day,Latitude,Longitude,embay_dist,minute_of_day",ES,SVGP,False,4.9,Like 4.8 but now using a locally periodic cosine kernel with all the 'within year' vars.,1000,45,"[[ 1.49966154e+00  1.72700000e+03  4.62019213e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 1.64504294e+00  6.37000000e+02  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.27373171e-01  1.33200000e+03  4.25573309e-04 ...  0.00000000e+00
   1.00000000e+00  0.00000000e+00]
 ...
 [ 1.20889875e+00  9.87000000e+02 -1.10496111e+00 ...  1.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.61150031e+00  1.62000000e+03 -1.81354824e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [-1.81503426e+00  1.61300000e+03  6.03729137e-01 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
